name,id,genres,popularity,followers,wikipedia_name,country
The Brother Moves On,1lk7zDKaonwqrwKwt8Krd7,south african alternative|south african rock,21,5424,The Brother Moves On,South Africa
The Parlotones,6kdqDRORMlysnNj2eIOsGs,african rock|south african pop|south african rock,32,63620,The Parlotones,South Africa
Theuns Jordaan,4FG57Vo1nipFsF1lRfYtE4,afrikaans,44,186947,Theuns Jordaan,South Africa
Thys Nywerheid,1s7JDCGyOeMurGfhrjAWbu,,0,20,Thys Nywerheid,South Africa
Tony Cedras,29KBC8Mx74werrn7Etw5kY,,8,79,Tony Cedras,South Africa
Tony Cox,1VC83A7HPppmysSNy2WoMH,,0,1,Tony Cox,South Africa
Toya Delazy,4I0iGnuW9JgdWr6WsFIHj5,south african hip hop|south african pop|south african pop dance,18,3934,Toya Delazy,South Africa
Trevor Jones,5928hF4c1MriHfAgpFf8ya,classic soundtrack|soundtrack,52,31927,Trevor Jones,South Africa
Trevor Rabin,23ukNzhMiRiYgORi3n3RJq,soundtrack,45,28200,Trevor Rabin,South Africa
Tribe After Tribe,0Q5dKdkBrsWyUIIyQRJFeD,african rock,4,819,Tribe After Tribe,South Africa
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,australian pop|pop|viral pop,74,7623183,Troye Sivan,South Africa
Tumi and the Volume,0ENZWEaGOH4TwduR2jkZki,south african hip hop,16,6563,Tumi and the Volume,South Africa
Uncle Waffles,68McnNC9twEtiynOAJRRgZ,amapiano|sgija,53,252152,Uncle Waffles,South Africa
Urban Creep,0O9KMFXVdXbZI2EIweflYj,african rock|south african rock,2,326,Urban Creep,South Africa
Valiant Swart,6cnnXUEWR7vQZfL0eQuYZl,african rock|afrikaans,23,16210,Valiant Swart,South Africa
Van Coke Kartel,256RIQ6zTG7LTrRlAxB5xw,african rock|afrikaans|cape town indie|south african pop|south african rock,25,50868,Van Coke Kartel,South Africa
Vusi Mahlasela,7tUdxVCUWjTPf3Ic90eWDJ,kwaito|south african jazz,26,20429,Vusi Mahlasela,South Africa
Wargrave,4LIK8dU7usMn0iRLDBcsEg,,0,1,Wargrave,South Africa
Wendy Oldfield,5zksCdnsJx4z6PwlCl90Ek,,2,286,Wendy Oldfield,South Africa
West Nkosi,0CLADHAhbG7YIqBVlt8g6c,kwaito|south african jazz,18,4802,West Nkosi,South Africa
Wonderboom,45Ahb3Z1t6yHM2F2gFrAtx,african rock|afrikaans|south african rock,14,8333,Wonderboom,South Africa
Wouter Kellerman,10Rq3Te2tos6wrd84zWxml,afrikaans folk,22,5920,Wouter Kellerman,South Africa
Yorxe,6S4m4nLUKn7OuavvVKQWv8,,24,33428,Yorxe,South Africa
YoungstaCPT,3QYKq7aMSiAu6gvfwNNFsv,afrikaans hip hop|cape town indie|south african hip hop|south african trap,39,106518,YoungstaCPT,South Africa
Yvonne Chaka Chaka,27JX5L90Wv4SBk4FJZVQcH,afropop|kwaito|south african jazz|world,31,60435,Yvonne Chaka Chaka,South Africa
Zahara,7uLePkJ2f0MwEcphODfkuu,cantautor|spanish indie pop|spanish rock,52,225907,Zahara,South Africa
Zaki Ibrahim,0lN4VNRbAtvcJrvzlIxy1T,canadian pop,19,4318,Zaki Ibrahim,South Africa
Zanne Stapelberg,1DOi4VI9PB7VJw3hqxm2yE,,2,21,Zanne Stapelberg,South Africa
Zola,54kCbQZaZWHnwwj9VP2hn4,french hip hop|pop urbaine|rap francais,72,1531928,Zola,South Africa
Zonke,1eBaQkCXWlq1vhCLMVFdqn,afro soul|south african pop,43,256362,Zonke,South Africa
aKING,7sDD7J6PTmxXfYgIYZpBf5,african rock|cape town indie|south african pop|south african rock,28,34028,aKing,South Africa
Ifani,662gV06O18FYQ102qRlIEM,,0,131,iFANi,South Africa
Emmanuel Jal,2yWskGGwMOlBGeIAVgfsgm,south sudanese pop,39,11717,Emmanuel Jal,South Sudan
Mary Boyoi,2aCNBXZZbTAUVRPJFZLGcW,,0,0,Mary Boyoi,South Sudan
Silver X,6hruHITmgtz2tvWkkqmGpL,,0,1,Silver X,South Sudan
YABA ANGELOSI,27yfYMvJC4Ls91rKoFJdUz,south sudanese pop,3,462,Yaba Angelosi,South Sudan
Abdel Aziz El Mubarak,7rl7hf7PUimWwI7hBLQ6bB,arab folk|classic sudanese pop|nubian traditional|sudanese pop,10,3598,Abdel Aziz El Mubarak,Sudan
Abdel Gadir Salim,3Veb31WLtJfmDbXk3zm3xd,classic sudanese pop|nubian traditional|sudanese pop,11,2692,Abdel Gadir Salim,Sudan
Emmanuel Jal,2yWskGGwMOlBGeIAVgfsgm,south sudanese pop,39,11717,Emmanuel Jal,Sudan
Mohammed Wardi,313bd0jXbLkPKmko793BuU,classic sudanese pop|nubian traditional|sudanese pop,10,3220,Mohammed Wardi,Sudan
Tendaness,7dY6wxtWc7wx7qfkk0TJe5,swazi pop,3,333,Tendaness,Swaziland
Alikiba,2nGoKcLdXktxEXvMdTDsIT,bongo flava|tanzanian pop,43,233187,Ali Kiba,Tanzania
Bi Kidude,1PGr1fHQVNKnggMkrirgqw,taarab|tanzanian traditional,7,2701,Bi Kidude,Tanzania
Billnass,2M65k1sV0TdWJxtHBR4YI4,bongo flava|tanzanian pop,37,29262,Bill Nass,Tanzania
Carola Kinasha,2FVnDVdPGzuWhLnFuTZ39N,,0,21,Carola Kinasha,Tanzania
Diamond Platnumz,3cAisWS37sGCCtRgWfvrod,azontobeats|bongo flava|tanzanian pop,57,692029,Diamond Platnumz,Tanzania
Lady Jaydee,0ZKCb65YNJBoBaC3gMTijS,bongo flava|tanzanian pop,30,37106,Lady Jaydee,Tanzania
PROFESSOR JAY,1Q5oCRnwsddhlxhXLSXuiK,azontobeats|bongo flava,27,27515,Professor Jay,Tanzania
Rayvanny,7G9dCn1mqomAa0ucJoBm6J,bongo flava|tanzanian hip hop|tanzanian pop,54,365441,Rayvanny,Tanzania
Remmy Ongala,7giCfi1VeSuby1a7wdMla1,zilizopendwa,18,4003,Remmy Ongala,Tanzania
Saida Karoli,0GYjcihQFjuhWNir9ZiSSd,tanzanian pop|tanzanian traditional,17,7499,Saida Karoli,Tanzania
Vanessa Mdee,3RCH5MEaTPKsJwPzqGQ1w7,bongo flava|tanzanian pop,28,91606,Vanessa Mdee,Tanzania
Bella Bellow,5TwsO0WYUpX84VHOdqLirE,togolese pop,12,2757,Bella Bellow,Togo
Elikeh,2HULOj9TBMNEAji0thvZez,,1,204,Elikeh,Togo
King Mensah,2efiO8X5g4j8zlNXBoUVM2,togolese pop,18,6304,King Mensah,Togo
Dhafer Youssef,5UefiThiZ352HWMOgZvOhx,arab folk|arabic jazz|oud,39,100794,Dhafer Youssef,Tunisia
Afrigo Band,6vFSAbSaGakYf1bKUp79Zl,kadongo kamu|ugandan pop,13,8835,Afrigo Band,Uganda
ALLAN TONIKS,5uLEt18awSsO8Ne5gkxM9s,ugandan pop,23,8877,Allan Toniks,Uganda
Angela Kalule,5Avt6RWKqAxYiadur6sxYi,ugandan pop,2,798,Angela Kalule,Uganda
Angella Katatumba,3BZGocZ7Vqpy6YpQHkBygx,,0,0,Angella Katatumba,Uganda
Aziz Azion,5A4WNUoNE2OHg8hbn0wzDi,ugandan pop,16,14296,Aziz Azion,Uganda
Babaluku,7eX9MtAPLKsPDVOxq2JTql,,0,7,Babaluku,Uganda
Bataka Squad,3CHoz4APC1rGD5ogsorRrM,,2,59,Bataka Squad,Uganda
Bebe Cool,6x4C5hivCmfL4SIluxGV81,ugandan pop,31,62086,Bebe Cool,Uganda
Benon Mugumbya,6kEvWwJvspmpnKbyekaNtL,,5,80,Benon Mugumbya,Uganda
Bobi Wine,6d7TH1WmN4YI15WAygkuMR,ugandan pop,26,59522,Bobi Wine,Uganda
Bosmic Otim,4pxVl7yJpPGTCgeQfmT5HD,african electronic,0,380,Bosmic Otim,Uganda
Chosen Becky,7biE5oHnPv23DEVweLAS5D,ugandan pop,17,2501,Chosen Becky,Uganda
dj shiru,70rw7Lj6kVRFUZ6m30LxxI,,0,3,DJ Shiru,Uganda
David Lutalo,6oSfZEWn2BRxv81M5JwKXl,azontobeats|ugandan pop,28,54400,David Lutalo,Uganda
Desire Luzinda,3OnEyj0ZVdiaABv3flImAC,ugandan pop,7,8208,Desire Luzinda,Uganda
Eddy Kenzo,3eTpitQsrNQdmkQJHS2v2j,azontobeats|eritrean pop|ugandan pop,40,90398,Eddy Kenzo,Uganda
Elly Wamala,6aOo3kVBYUVtWKL3tRI1tD,,8,4,Elly Wamala,Uganda
Fik Fameica,4pTCPk9pqZ06ggZvk7F4Z5,ugandan hip hop|ugandan pop,31,48960,Fik Fameica,Uganda
Frank Mbalire,5So9gb7RtekEztGTtGlU3g,,0,0,Frank Mbalire,Uganda
Fresh Kid Uganda,2qbEmk5hokoAyrNfxFvMCt,,0,186,Fresh Kid Uganda,Uganda
Gnl Zamba,0tEJn5RI5zOHwSlbDkBiDP,ugandan hip hop|ugandan pop,21,19889,GNL Zamba,Uganda
Geoffrey Oryema,4JzBPiRKBOG8U0jef4M60l,afropop|world,40,39251,Geoffrey Oryema,Uganda
Giovanni Kiyingi,3cIJpG8JJOxe5G8f3ZpLBv,,9,753,Giovanni Kiyingi,Uganda
Grace Nakimera,24XEAtmrCfwaHkaY0vPvf4,ugandan gospel|ugandan pop,7,7849,Grace Nakimera,Uganda
Gravity Omutujju,6nxjPyAUGxuhWX68nT7oko,ugandan pop,13,6788,Gravity Omutujju,Uganda
Halima Namakula,4mJ6p4IdXiTsi8XDfr9WBI,,0,25,Halima Namakula,Uganda
Henry Tigan,4upZy8u9qZc5uUZ5w8Z3Eo,ugandan pop,6,4793,Henry Tigan,Uganda
Irene Ntale,1jDjOhgibO7KheCwzZ1W5W,ugandan pop,21,33460,Irene Ntale,Uganda
Iryn Namubiru,3wL9WpeM5kjkIw3CxIRIDf,ugandan pop,18,22956,Iryn Namubiru,Uganda
Isaiah Katumwa,6OPe0VU4tE6WsIyYZatf1l,ugandan gospel,11,1702,Isaiah Katumwa,Uganda
Jackie Akello,50YafcgPn1aU2qfNXm4ElP,,0,6,Jackie Akello,Uganda
Jackie Chandiru,2PCqQ864PlIgl6u7l4JH5o,,1,86,Jackie Chandiru,Uganda
Janzi Band,0rgq234vSpvvDpvRKCgSnW,,3,62,Janzi Band,Uganda
Jimmy Katumba,1WuWSNfcjuYOWqIzhEuEZN,,1,158,Jimmy Katumba,Uganda
JOANITA KAWALYA,1GFaRZz2Hm2gM0QSpKh4co,,0,2,Joanita Kawalya,Uganda
John Blaq,4IbZQdYTpGIrF4EvUJcAEl,ugandan pop,30,36862,John Blaq,Uganda
Jose Chameleone,6nTXL0DkmSqjvcKjn6hCUz,azontobeats|bongo flava|ugandan pop,31,65069,Jose Chameleone,Uganda
Judith Babirye,58sGxxxniflzmZGPJWKnNr,ugandan gospel|ugandan pop,28,40737,Judith Babirye,Uganda
Juliana Kanyomozi,3v54gVfDRlrLfvFYUQ0J1a,ugandan pop,26,37655,Juliana Kanyomozi,Uganda
Julie Mutesasira,0HTIu8FwZJkqMYMnmQKF0Z,,0,12,Julie Mutesasira,Uganda
KLEAR KUT,24eIlhXd2mrqFceOv6Llcc,,0,3,Klear Kut,Uganda
Leila Kayondo,4w5eQxIZE4nPa8nl5iEozE,,0,0,Leila Kayondo,Uganda
Levixone,25rO4hD9VXGMFFfK7zI5lW,ugandan gospel|ugandan pop,28,10818,Levixone,Uganda
Lilian Mbabazi,2Ii7NNMUuWJIYfUwd5oJ50,,0,3,Lilian Mbabazi,Uganda
Lumix Da Don,17cPUXtHYOkPyqkC1j8A5X,,0,104,Lumix Da Don,Uganda
Lydia Jazmine,3iIWxRdX4e7W4ZD2urn7WM,ugandan pop,27,40351,Lydia Jazmine,Uganda
Master Blaster,0x6v7KDiu5YRgHIx7d2Qkm,eurodance|hands up,47,36025,Master Blaster,Uganda
Maurice Kirya,74irFmh7k7vfTa2QXwI729,ugandan gospel|ugandan pop,21,7467,Maurice Kirya,Uganda
MICHAEL ROSS KAKOOZA,4o2SUk3FQDtQK54boXGX8C,,0,7,Michael Ross Kakooza,Uganda
Moses Matovu,2w4GYPJgXRqD6ZXSya2T2T,,0,1,Moses Matovu,Uganda
Nince Henry,59tYzVukXioDvPH4GARPWf,ugandan pop,15,1718,Nince Henry,Uganda
Pallaso,6U4AfG84hnUE6pzjoS1cz5,ugandan pop,27,60069,Pallaso,Uganda
Papa Cidy,4JHQmrshNeIXLtyDlguluj,azontobeats|ugandan pop,15,3975,Papa Cidy,Uganda
Peter Miles,4QFuGo4kAuQq92YwfojZC6,,0,3,Peter Miles,Uganda
Phina Mugerwa,4nLzz0UzfwPTZTgHMqCvUj,kadongo kamu|ugandan pop,0,3,Phina Mugerwa,Uganda
Radio and Weasle,4yDao77LcUQnxwLv2dD10S,,6,20,Radio and Weasle,Uganda
Ragga Dee,1W1CHXxO04HwlOQzXnzxm3,,0,28,Ragga Dee,Uganda
Rema namakula,2444nM3S18PKjvdsXNNLdr,ugandan pop,27,23355,Rema Namakula,Uganda
Ruyonga,63MEpJIke7xjePGc1pksKQ,,0,0,Ruyonga,Uganda
Sheebah Karungi,5HwCHe2TkWMfGGpk2A8aku,ugandan pop,15,45825,Sheebah Karungi,Uganda
Sister Charity,0iILGU5kRfEU3hQsA4Om8D,,0,5,Sister Charity,Uganda
Sophie Gombya,5ZVOCrsGKLy1vfPuQtdnGs,,0,57,Sophie Gombya,Uganda
Spice Diana,0l4viSdndwVHufMRZposyM,ugandan pop,28,59071,Spice Diana,Uganda
Ssewa Ssewa,4zPTV5Nx9YYoHjS0RSuZni,,1,145,Ssewa Ssewa,Uganda
Stecia Mayanja,6XLdtXQWMJKeoH3i04966T,,0,5,Stecia Mayanja,Uganda
Suzan Kerunen,2aNSI0ak2Os9PHD11PdkHr,,0,58,Suzan Kerunen,Uganda
Sylver Kyagulanyi,6Dg5zTboEchzPQNNAkMDBX,ugandan gospel|ugandan pop,21,10651,Sylver Kyagulanyi,Uganda
Tshila,5MzXiQ761tBB5QPrGT9iOv,kadongo kamu,0,106,Tshila,Uganda
Undercover Brothers Ug,0Zwf24jKvuJKn7EZIDhrws,,0,9,Undercover Brothers Ug,Uganda
Vampino,6hxBnQMFqxpgd0Af5KzXbF,,0,0,Vampino,Uganda
Viboyo,2NQ6Eg3LWowzr1NY7aIsMh,,6,3,Viboyo,Uganda
Alick Nkhata,4JQ1nHDrd8PiHwg7r8Pbeb,,1,148,Alick Nkhata,Zambia
Ballad Zulu,2v1400z5DiKRiiwMCnf4j6,,0,4,Ballad Zulu,Zambia
Chef 187,26fSO7cYQ1Txtb8xNi8byv,zambian hip hop|zambian pop,40,40128,Chef 187,Zambia
Jordan Katembula,4uovqwoiV8WH7XADhOna2F,,0,0,Jordan Katembula,Zambia
Larry Maluma,6dj9ngQzothMhLmR4gyvDU,,8,1248,Larry Maluma,Zambia
Macky 2,2B9wl8Hw9DoQK4o6uegVmM,zambian hip hop|zambian pop,22,19195,Macky 2,Zambia
Maiko Zulu,4gMNFyCQg9UylhooY0pwxk,,0,25,Maiko Zulu,Zambia
Nashil Pichen,0J2DM2iJpuBUac1CHZQ3yJ,,2,53,Nashil Pichen,Zambia
Oc Osilliation,6NsLTA9gn94tZQJucKSSf6,,0,0,OC Osilliation,Zambia
Paul Ngozi,0yIAVJQZARmrPX30gG4Vfk,,7,1983,Paul Ngozi,Zambia
Petersen Zagaze,2WOwxPeJZ4vDWCOEL04pNS,,0,1,Petersen Zagaze,Zambia
Yo Maps,6ctMiUYEAd4cy0CaH355Hk,zambian hip hop,42,42476,Yo Maps,Zambia
Yvonne Mwale,66R1HP0A1eS0qzKF9eiHIA,,0,0,Yvonne Mwale,Zambia
Zone Fam,5Qmntl0RXSWSqkFIoEqElY,,0,0,Zone Fam,Zambia
Albert Nyathi,3Sx97QbF2qSETezNcasz0Z,,0,6,Albert Nyathi,Zimbabwe
Alick Macheso,0uyXaLt4eaKWMf014dufoF,sungura|zim urban groove,30,29589,Alick Macheso,Zimbabwe
Audius Mtawarira,27gZP6c0VrFG05lilDqwTO,zim urban groove,5,1771,Audius Mtawarira,Zimbabwe
August Msarurgwa,2ndQW5BNprqVyn1eUzS1OH,,0,13,August Msarurgwa,Zimbabwe
Berita,5I5uSqffwEQVxqTbsmqxNQ,afro soul|south african pop,33,82732,Berita,Zimbabwe
Bhundu Boys,1go9tNzsvkMdk5MfjFooCH,afropop|chimurenga|sungura|zim urban groove,16,10836,Bhundu Boys,Zimbabwe
Buffalo Souljah,6B7W3mlBoOfdLtQzJyyBcA,zimdancehall,23,1378,Buffalo Souljah,Zimbabwe
BUSI NCUBE,63enNYsvcumdOdws7oW16y,,0,1,Busi Ncube,Zimbabwe
Carol Mujokoro,3TEZ3X4z5JlAbOhgBurndJ,zim gospel,5,406,Carol Mujokoro,Zimbabwe
Charity Zisengwe,74CJqtuIgvSvZjjHXgCPnm,,0,18,Charity Zisengwe,Zimbabwe
Charles Charamba,1uNVfRepbbPKq02HVWYH3j,zim gospel|zim urban groove,26,22897,Charles Charamba,Zimbabwe
Chartwell Dutiro,3hBfHAnMEd4L3oHj9re3XO,mbira|zim urban groove,3,507,Chartwell Dutiro,Zimbabwe
Chirikure Chirikure,06vV0uCGEFMlttVw3trYbS,,0,9,Chirikure Chirikure,Zimbabwe
Clem Tholet,6VOuRmUEqffkq5Yd6WbQa7,,15,353,Clem Tholet,Zimbabwe
Derek Hudson,4VBclAR6MmZ2Hv4uNP060a,,0,8,Derek Hudson,Zimbabwe
Diego Tryno,4JVZ5PPRKsoKkrmpM4FMRd,,0,3,Diego Tryno,Zimbabwe
Dizzy Dee,3uqTi0ZLrYpkIzDPE14YqH,,9,480,Dizzy Dee,Zimbabwe
Dorothy Masuka,0NDTJJ0OGbMO8cGYqkbwa8,kwaito|south african jazz|zim urban groove,18,10576,Dorothy Masuka,Zimbabwe
Dumisani Maraire,3MsIhuE6FMukz5f1I9DLVL,mbira|zim urban groove,13,861,Dumisani Maraire,Zimbabwe
Edith Weutonga,3YOx3hlN3m4qHVCVJTVtU0,,0,33,Edith WeUtonga,Zimbabwe
Ephat Mujuru,5RkBGuRR0qX61UafP4bFv3,,1,11,Ephat Mujuru,Zimbabwe
Eric Moyo,2Styj0nFo313exISP9mHwX,,0,3,Eric Moyo,Zimbabwe
Flint Bedrock,58PpYdKSWhtsTw29Y85xFX,,0,138,Flint Bedrock,Zimbabwe
Forward Kwenda,3EO4wj7OEh6qqVY9AYrR8X,chimurenga|mbira,3,430,Forward Kwenda,Zimbabwe
Garikayi Tirikoti,00A7IgRpCsbAgIs6swHh8R,mbira|zim urban groove,3,320,Garikayi Tirikoti,Zimbabwe
Hope Masike,4Yc8E8115WGf2BzykRGAnJ,,6,902,Hope Masike,Zimbabwe
Jah Prayzah,13JLy7UFJgqRypeQGbucP3,mbira|zimdancehall,48,93122,Jah Prayzah,Zimbabwe
James Chimombe,7tU55IugwgiHtfX25hHbmU,sungura|zim urban groove,24,12390,James Chimombe,Zimbabwe
John Edmond,0FG3sGMdajorljcsUwlLKY,south african country,32,4292,John Edmond,Zimbabwe
Jonah Sithole,6lTY5kYdCHXxNQbPFWFggm,chimurenga,2,87,Jonah Sithole,Zimbabwe
Leonard Mapfumo,0BbzDYFFtbrjYct0t9aHqd,zim urban groove,14,1812,Leonard Mapfumo,Zimbabwe
Leonard Zhakata,6ReG5vfHZR8Ur7Kv1jrpKD,sungura|venda pop|zim urban groove,24,24586,Leonard Zhakata,Zimbabwe
Louis Mhlanga,2rGijjw2ts6q9FJGO7QYRo,south african jazz|zim urban groove,16,4656,Louis Mhlanga,Zimbabwe
Lovemore Majaivana,3dP0Kd8qWuRg4WvuiKj4NA,sungura|zim urban groove,20,3459,Lovemore Majaivana,Zimbabwe
Maskiri,6YteZifXSk5hcidEQkUHMm,,0,12,Maskiri,Zimbabwe
Mbira DzeNharira,1SyGy6XVuc7Pf1PVZtgNsc,mbira|zim urban groove,17,1333,Mbira dzeNharira,Zimbabwe
Michael Gibbs,2C5PLoaKem5HxxnbbwcS27,,0,4,Michael Gibbs,Zimbabwe
Mkhululi Bhebhe,00xo8NzfgQpO0MyVPikV6l,south african gospel,9,1566,Mkhululi Bhebhe,Zimbabwe
Mono Mukundu,7DIJIu73knOq0o6TOwSLtK,sungura|zim urban groove,0,87,Mono Mukundu,Zimbabwe
Mudiwa Hood,5iTjEPuACRYTtVq1gCOQX9,,4,284,Mudiwa Hood,Zimbabwe
Musekiwa Chingodza,71h7VkF40lAIpho6YoXqKV,mbira|zim urban groove,0,138,Musekiwa Chingodza,Zimbabwe
Obi Mhondera,5r2ZdQxzHXHp4WTj7tgfXz,,1,5,Obi Mhondera,Zimbabwe
Oliver Mtukudzi,0HC2dfJHpORLT21AxEiTXJ,afropop|chimurenga|mbira|south african jazz|sungura|venda pop|zilizopendwa|zim urban groove,44,165476,Oliver Mtukudzi,Zimbabwe
Olivia Charamba,73XUQl4L9FaB6sZaXOfpzX,,0,90,Olivia Charamba,Zimbabwe
Paul Matavire,3M6p7uzGLjJZrrTaK0IgU5,sungura|zim urban groove,20,14404,Paul Matavire,Zimbabwe
Prince Kudakwashe Musarurwa,0GLohFCva443WrPaypeWIR,mbira,7,226,Prince Kudakwashe Musarurwa,Zimbabwe
Sam Mtukudzi,1MSnpAftkF48xRsn5jXHSv,sungura,18,2438,Sam Mtukudzi,Zimbabwe
Shingisai Suluma,0trvzgdDbwssZjo3WFT1q8,zim gospel,18,7998,Shingisai Suluma,Zimbabwe
Siyaya,1difNXOBxR2tgdCMcNLjEM,zim urban groove,6,17,Siyaya,Zimbabwe
Solomon Skuza,2c7dGNEgUKwFw5Rizx7jwC,sungura|zim urban groove,17,4150,Solomon Skuza,Zimbabwe
Stella Chiweshe,2RHRy13i2XKC0RHGWgxZjk,mbira|zim urban groove,19,8684,Stella Chiweshe,Zimbabwe
System Tazvida,2czxn94tl4uqFPLfNgNdCh,sungura|zim urban groove,20,12320,System Tazvida,Zimbabwe
Takura,5h7nWgcp5DTynhz4iaq0Ri,zim hip hop|zimdancehall,42,9244,Takura,Zimbabwe
Tehn Diamond,1M1M54b7J6XmFUB7QkAbPb,zim hip hop,2,305,Tehn Diamond,Zimbabwe
Thomas Mapfumo,4kfGq6bSxmsRIfwfqytM7o,chimurenga|mbira|zim urban groove,26,32624,Thomas Mapfumo,Zimbabwe
Tkay Maidza,1kMPdZQVdUhMDKDWOJM5iK,alternative r&b|australian hip hop,54,174389,Tkay Maidza,Zimbabwe
Tocky Vibes,5MMsrC0IgfdxJFN0ogEOA3,zimdancehall,30,24163,Tocky Vibes,Zimbabwe
Tongai Moyo,4sNxu1P8wBq9CHe2v94r2p,sungura|zim urban groove,21,16042,Tongai Moyo,Zimbabwe
Victor Kunonga,2NvXCZGdDQkzXP6Lxz84WK,,0,2,Victor Kunonga,Zimbabwe
Vusa Mkhaya,1Zcfa6xRf2ZShaD9lcVR8E,south african gospel|zim urban groove,16,729,Vusa Mkhaya,Zimbabwe
Winky D,2zFOy7V1b9u32uHLQ9fGni,zim urban groove|zimdancehall,38,54307,Winky D,Zimbabwe
Zeke Manyika,1jYJpzl4Ytb9eXGoFprU0n,,25,392,Zeke Manyika,Zimbabwe
